event_id,user_id,session_id,listing_id,event_time,device_type,traffic_source,room_type,city,price,price_log,demand_score,availability_ratio,impression,click,detail_view,save,contact
53,97498,669497,36315828,2025-01-13 11:27:00,tablet,direct,Entire home/apt,Manhattan,314,5.752572638825633,0.0,0.8191780821917808,1,0,0,0,0
54,52563,685988,13589669,2025-01-08 03:59:00,mobile,paid,Entire home/apt,Brooklyn,85,4.454347296253507,304.22,0.9232876712328768,1,1,1,1,1
55,27414,495908,34487491,2025-03-05 07:22:00,mobile,organic,Private room,Manhattan,100,4.61512051684126,0.0,0.852054794520548,1,0,0,0,0
56,85462,933822,31884808,2025-01-26 10:23:00,desktop,organic,Private room,Queens,75,4.330733340286331,0.0,0.3780821917808219,1,0,0,0,0
57,65883,361787,11458818,2025-01-26 04:35:00,mobile,direct,Entire home/apt,Manhattan,285,5.655991810819852,1.33,0.852054794520548,1,1,1,0,1
58,47210,560784,28541165,2025-03-02 14:32:00,mobile,email,Private room,Brooklyn,60,4.110873864173311,2.6,0.0,1,1,1,1,1
59,25290,795116,21120246,2025-03-24 15:57:00,mobile,paid,Entire home/apt,Brooklyn,115,4.7535901911063645,0.09,0.0,1,0,0,0,0
60,13667,469994,721719,2025-02-07 22:36:00,mobile,paid,Entire home/apt,Manhattan,150,5.017279836814924,4.42,0.0986301369863013,1,1,0,0,0
61,27660,579870,2454281,2025-02-07 22:59:00,desktop,paid,Private room,Brooklyn,86,4.465908118654584,6.2,0.0958904109589041,1,0,0,0,0
62,82089,586080,19313134,2025-02-02 23:16:00,desktop,paid,Entire home/apt,Manhattan,180,5.198497031265826,0.0,0.0,1,1,1,0,0
63,92462,500855,15521674,2025-02-21 10:34:00,desktop,paid,Shared room,Manhattan,65,4.189654742026425,1.92,0.0,1,0,0,0,0
64,67698,486316,416557,2025-02-23 15:17:00,mobile,organic,Entire home/apt,Brooklyn,87,4.477336814478207,18.33,0.7068493150684931,1,1,1,1,1
65,14808,804121,9063972,2025-01-04 15:36:00,desktop,organic,Private room,Brooklyn,80,4.394449154672439,0.0,0.0,1,0,0,0,0
66,50499,603447,33740211,2025-01-03 05:44:00,tablet,organic,Entire home/apt,Manhattan,140,4.948759890378168,0.0,0.1260273972602739,1,1,1,0,0
67,38015,956220,10057826,2025-02-24 06:47:00,mobile,organic,Entire home/apt,Brooklyn,205,5.327876168789581,0.6,0.1972602739726027,1,1,0,0,0
68,43351,734523,31654063,2025-02-28 08:25:00,mobile,direct,Private room,Manhattan,99,4.605170185988092,25.32,0.0575342465753424,1,1,1,1,1
69,59662,569420,7454585,2025-01-12 12:43:00,mobile,organic,Private room,Manhattan,69,4.248495242049359,0.02,0.0,1,0,0,0,0
70,84674,937492,34944843,2025-01-15 22:41:00,tablet,organic,Private room,Manhattan,175,5.170483995038151,16.0,0.5561643835616439,1,1,1,0,0
71,46241,825973,4908978,2025-02-25 18:19:00,mobile,organic,Entire home/apt,Manhattan,380,5.942799375126701,0.55,0.9095890410958904,1,1,1,1,1
72,11198,193011,4132116,2025-02-15 05:13:00,mobile,organic,Private room,Brooklyn,120,4.795790545596741,223.44,0.8547945205479452,1,0,0,0,0
73,22113,166811,39593,2025-01-21 11:53:00,mobile,organic,Private room,Queens,79,4.382026634673881,7.28,0.3452054794520548,1,0,0,0,0
74,48639,849834,29481874,2025-01-01 20:00:00,mobile,direct,Private room,Queens,170,5.14166355650266,0.0,0.4301369863013699,1,0,0,0,0
75,74036,394706,21139869,2025-02-08 01:47:00,mobile,organic,Private room,Manhattan,115,4.7535901911063645,1188.8,0.0410958904109589,1,1,1,1,1
76,95223,591578,26770045,2025-03-21 06:25:00,mobile,paid,Entire home/apt,Brooklyn,120,4.795790545596741,1.29,0.6301369863013698,1,1,1,1,0
77,77983,248072,25616250,2025-03-25 13:01:00,mobile,paid,Entire home/apt,Brooklyn,75,4.330733340286331,8.4,0.0,1,1,1,1,0
78,84944,245164,8973292,2025-03-24 19:49:00,desktop,paid,Entire home/apt,Manhattan,295,5.69035945432406,0.0,0.0,1,1,1,0,0
79,27674,916686,22374967,2025-02-19 13:30:00,desktop,email,Entire home/apt,Manhattan,158,5.068904202220232,0.24,0.0,1,1,1,1,1
80,22413,159562,31320905,2025-02-10 11:57:00,tablet,direct,Private room,Manhattan,100,4.61512051684126,174.4,0.5041095890410959,1,0,0,0,0
81,64986,744759,20675762,2025-02-25 19:34:00,mobile,organic,Private room,Brooklyn,33,3.5263605246161616,1.0,0.6712328767123288,1,1,0,0,0
82,57937,249167,413504,2025-03-20 15:41:00,desktop,direct,Private room,Brooklyn,119,4.787491742782046,215.09,0.810958904109589,1,1,1,1,1
83,83085,822238,19532805,2025-02-19 17:09:00,desktop,organic,Private room,Manhattan,80,4.394449154672439,50.4,0.0,1,1,1,1,1
84,33071,268772,19550838,2025-01-24 05:52:00,mobile,email,Entire home/apt,Manhattan,68,4.23410650459726,0.18,0.0,1,1,1,1,1
85,84229,926165,18824754,2025-03-13 16:48:00,mobile,organic,Private room,Brooklyn,50,3.9318256327243257,62.8,0.8794520547945206,1,1,0,0,0
86,53831,313725,19569054,2025-03-19 12:00:00,mobile,email,Private room,Brooklyn,67,4.219507705176107,0.0,0.0,1,1,1,1,0
87,92306,403501,6560165,2025-03-13 01:52:00,mobile,direct,Entire home/apt,Manhattan,175,5.170483995038151,0.32,0.0,1,1,0,0,0
88,51371,258734,13654166,2025-01-21 08:31:00,desktop,organic,Entire home/apt,Brooklyn,109,4.700480365792417,202.4,0.2931506849315068,1,1,0,0,0
89,77542,174696,7086331,2025-03-20 22:33:00,mobile,organic,Entire home/apt,Queens,80,4.394449154672439,5.949999999999999,0.0328767123287671,1,0,0,0,0
90,15213,690285,16916191,2025-02-11 15:57:00,tablet,organic,Entire home/apt,Brooklyn,170,5.14166355650266,2.5,0.1808219178082191,1,1,1,1,0
91,73815,517929,9451597,2025-03-24 02:49:00,mobile,email,Private room,Brooklyn,49,3.912023005428146,1043.7,0.0821917808219178,1,1,1,0,1
92,61299,510361,16873148,2025-03-07 23:41:00,desktop,paid,Entire home/apt,Queens,175,5.170483995038151,183.0,0.8684931506849315,1,1,1,1,1
93,46636,208693,30528438,2025-02-11 01:04:00,desktop,paid,Entire home/apt,Brooklyn,52,3.970291913552122,23.4,0.2410958904109589,1,1,1,1,1
94,73948,518654,6599302,2025-01-16 19:45:00,desktop,organic,Entire home/apt,Manhattan,80,4.394449154672439,0.18,0.0,1,1,1,0,0
95,85066,391596,31059276,2025-02-17 13:05:00,mobile,direct,Entire home/apt,Manhattan,399,5.991464547107982,72.24,0.3232876712328767,1,1,1,0,1
96,57128,681261,30062210,2025-01-25 10:59:00,mobile,organic,Private room,Brooklyn,28,3.367295829986474,0.16,0.0,1,0,0,0,0
97,82173,577483,31670943,2025-01-01 20:47:00,tablet,organic,Entire home/apt,Bronx,80,4.394449154672439,0.0,0.8794520547945206,1,1,0,0,0
98,59504,511046,1331960,2025-02-04 16:02:00,desktop,organic,Entire home/apt,Brooklyn,188,5.241747015059643,20.520000000000003,0.7150684931506849,1,1,0,0,0
99,80500,330818,900383,2025-02-28 16:35:00,desktop,email,Shared room,Brooklyn,110,4.709530201312334,10.08,0.0931506849315068,1,1,0,0,0
100,62340,954774,1445977,2025-02-18 12:52:00,mobile,direct,Entire home/apt,Manhattan,232,5.4510384535657,0.06,0.6410958904109589,1,1,1,1,1
101,44070,147988,36137531,2025-03-09 17:55:00,mobile,direct,Entire home/apt,Manhattan,250,5.525452939131784,0.0,0.0821917808219178,1,1,1,0,1
102,83285,418746,3801407,2025-02-08 05:22:00,mobile,organic,Entire home/apt,Queens,239,5.480638923341991,4.95,0.9726027397260274,1,1,1,1,0
103,76382,562077,17698189,2025-02-01 19:46:00,tablet,direct,Private room,Queens,58,4.07753744390572,196.84,0.7698630136986301,1,1,1,0,1
104,88926,663703,30770314,2025-01-26 03:15:00,desktop,organic,Entire home/apt,Manhattan,116,4.762173934797756,42.5,0.0,1,1,1,1,1
105,89271,185676,26182774,2025-01-02 15:33:00,tablet,direct,Private room,Manhattan,112,4.727387818712341,80.28999999999999,0.9315068493150684,1,1,1,1,1
106,99441,121781,10637010,2025-03-18 01:42:00,desktop,direct,Entire home/apt,Manhattan,90,4.51085950651685,0.07,0.0,1,0,0,0,0
107,24876,108993,9714870,2025-02-24 04:51:00,mobile,organic,Entire home/apt,Brooklyn,120,4.795790545596741,0.48,0.0,1,1,1,1,0
108,89503,796200,30380685,2025-01-08 12:39:00,mobile,email,Entire home/apt,Brooklyn,140,4.948759890378168,0.0,0.3068493150684931,1,0,0,0,0
109,61676,967121,2127016,2025-02-09 17:35:00,mobile,email,Entire home/apt,Brooklyn,149,5.010635294096256,0.24,0.9397260273972604,1,1,1,1,0
110,28262,896981,21298561,2025-03-01 05:34:00,desktop,organic,Entire home/apt,Brooklyn,300,5.707110264748875,0.26,0.9506849315068492,1,1,1,0,1
111,95550,275289,30449111,2025-01-23 02:45:00,mobile,organic,Private room,Bronx,99,4.605170185988092,0.64,0.2465753424657534,1,0,0,0,0
112,34054,357891,18340599,2025-03-18 07:00:00,desktop,organic,Private room,Brooklyn,99,4.605170185988092,96.0,0.4931506849315068,1,0,0,0,0
113,33051,849551,6450408,2025-03-21 15:35:00,desktop,direct,Entire home/apt,Brooklyn,320,5.771441123130016,63.28,0.3863013698630137,1,0,0,0,0
114,38385,242559,23634984,2025-02-07 09:41:00,desktop,email,Shared room,Brooklyn,25,3.258096538021482,10.53,0.2219178082191781,1,1,0,0,0
115,45587,489693,9894602,2025-02-20 05:04:00,desktop,organic,Private room,Queens,65,4.189654742026425,0.1,0.0,1,1,0,0,0
116,65131,599109,36057923,2025-03-03 07:11:00,desktop,organic,Private room,Brooklyn,42,3.7612001156935615,0.0,0.0657534246575342,1,0,0,0,0
117,37653,567539,19094459,2025-03-06 23:06:00,mobile,direct,Entire home/apt,Manhattan,180,5.198497031265826,3.87,0.1561643835616438,1,0,0,0,0
118,54790,265887,27941636,2025-02-14 17:04:00,mobile,organic,Private room,Brooklyn,70,4.262679877041316,0.0,0.0,1,0,0,0,0
119,52018,206522,9217592,2025-03-04 13:01:00,mobile,paid,Entire home/apt,Brooklyn,145,4.983606621708336,0.21,0.0,1,1,1,1,0
120,70992,790556,10709249,2025-01-13 02:52:00,tablet,organic,Entire home/apt,Brooklyn,155,5.049856007249537,583.44,0.6109589041095891,1,1,0,0,0
121,64840,531423,23870093,2025-02-25 18:49:00,mobile,email,Entire home/apt,Brooklyn,120,4.795790545596741,0.4,0.8246575342465754,1,0,0,0,0
122,95184,753950,15194855,2025-01-29 19:21:00,mobile,organic,Private room,Brooklyn,41,3.737669618283368,1.92,0.0,1,1,1,1,1
123,97943,905883,8468180,2025-02-20 00:21:00,mobile,paid,Entire home/apt,Manhattan,225,5.420534999272286,0.02,0.0,1,1,1,0,0
124,54561,359594,19734492,2025-01-08 06:31:00,mobile,paid,Entire home/apt,Brooklyn,85,4.454347296253507,1399.95,0.3287671232876712,1,1,0,0,0
125,92594,971703,33024132,2025-01-16 10:48:00,mobile,direct,Entire home/apt,Manhattan,195,5.278114659230517,59.67,0.4767123287671233,1,1,1,1,1
126,20070,888764,3629217,2025-01-27 15:26:00,desktop,paid,Entire home/apt,Brooklyn,170,5.14166355650266,28.29,0.0,1,1,1,1,1
127,49025,220004,25470372,2025-03-31 13:23:00,mobile,organic,Entire home/apt,Brooklyn,250,5.525452939131784,0.72,0.0136986301369863,1,1,1,0,0
128,43779,398759,35879684,2025-03-28 16:42:00,mobile,organic,Entire home/apt,Brooklyn,299,5.703782474656201,4.0,0.8164383561643835,1,1,1,0,1
129,26616,150450,6255597,2025-02-07 22:14:00,desktop,organic,Entire home/apt,Brooklyn,165,5.111987788356544,17.7,0.0,1,1,1,1,1
130,10797,183011,10367884,2025-03-26 00:40:00,mobile,email,Entire home/apt,Brooklyn,130,4.875197323201151,6.4,0.0,1,1,0,0,0
131,49889,362376,21548449,2025-01-13 23:39:00,mobile,organic,Entire home/apt,Brooklyn,120,4.795790545596741,0.05,0.0,1,1,0,0,0
132,74390,983298,13727995,2025-01-29 23:08:00,desktop,organic,Private room,Brooklyn,65,4.189654742026425,4.08,0.0,1,1,0,0,0
133,23594,935805,26279108,2025-03-19 16:39:00,mobile,organic,Private room,Manhattan,50,3.9318256327243257,0.08,0.0,1,0,0,0,0
134,57754,546767,4943742,2025-01-18 16:27:00,mobile,paid,Private room,Manhattan,175,5.170483995038151,0.0,0.0,1,0,0,0,0
135,63639,821831,34773215,2025-01-31 18:52:00,mobile,email,Private room,Brooklyn,51,3.951243718581428,11.44,0.0,1,0,0,0,0
136,83226,695557,20356865,2025-03-04 23:51:00,mobile,organic,Private room,Brooklyn,60,4.110873864173311,0.39,0.2465753424657534,1,1,0,0,0
137,22669,124514,54544,2025-01-12 06:56:00,desktop,organic,Entire home/apt,Manhattan,121,4.804021044733257,104.0,0.6767123287671233,1,1,1,1,1
138,94509,238639,17223109,2025-01-31 07:53:00,mobile,direct,Entire home/apt,Manhattan,190,5.25227342804663,2.5,0.0876712328767123,1,1,0,0,0
139,31085,855007,18061481,2025-02-22 20:37:00,desktop,email,Private room,Queens,69,4.248495242049359,16.38,0.4849315068493151,1,0,0,0,0
140,38787,339879,18958323,2025-02-01 08:42:00,mobile,organic,Private room,Staten Island,85,4.454347296253507,0.0,0.0,1,0,0,0,0
141,34051,624652,36395484,2025-03-24 06:48:00,mobile,organic,Shared room,Brooklyn,40,3.713572066704308,0.0,0.6136986301369863,1,0,0,0,0
142,65566,998436,32291385,2025-03-30 06:54:00,mobile,organic,Entire home/apt,Manhattan,300,5.707110264748875,1.16,0.0,1,1,1,1,1
143,60615,209285,34570002,2025-02-18 05:11:00,mobile,organic,Entire home/apt,Manhattan,100,4.61512051684126,0.0,0.936986301369863,1,1,1,0,0
144,87090,132378,18092438,2025-01-14 18:09:00,mobile,organic,Entire home/apt,Manhattan,124,4.8283137373023015,0.0,0.0,1,1,1,1,1
145,62262,994178,14200678,2025-03-29 20:20:00,tablet,direct,Entire home/apt,Queens,96,4.574710978503383,0.03,0.0,1,0,0,0,0
146,47639,239719,11738831,2025-03-17 16:42:00,mobile,direct,Entire home/apt,Manhattan,140,4.948759890378168,834.4799999999999,0.1726027397260274,1,1,1,0,0
147,88890,126339,31291979,2025-01-23 16:03:00,mobile,paid,Entire home/apt,Manhattan,120,4.795790545596741,2.68,0.0986301369863013,1,0,0,0,0
148,15289,623928,4643295,2025-02-08 10:47:00,desktop,paid,Entire home/apt,Manhattan,140,4.948759890378168,8.450000000000001,0.0,1,1,1,0,1
149,34744,357844,762015,2025-01-02 20:40:00,desktop,paid,Private room,Brooklyn,103,4.6443908991413725,54.52,0.1890410958904109,1,0,0,0,0
150,27945,441296,26807614,2025-02-09 05:31:00,desktop,direct,Private room,Manhattan,94,4.553876891600541,0.28,0.0,1,0,0,0,0
151,99779,508056,13073701,2025-03-24 15:30:00,mobile,direct,Entire home/apt,Queens,119,4.787491742782046,37.37,0.9205479452054794,1,1,1,1,1
152,66964,931815,7632731,2025-03-06 12:08:00,desktop,organic,Entire home/apt,Manhattan,600,6.398594934535208,0.12,0.0986301369863013,1,1,1,1,0
153,34227,374068,21843831,2025-01-15 15:26:00,mobile,organic,Private room,Brooklyn,80,4.394449154672439,0.36,0.9972602739726028,1,1,1,0,0
154,92494,338386,17992512,2025-02-06 09:20:00,desktop,email,Entire home/apt,Staten Island,70,4.262679877041316,1260.24,0.6301369863013698,1,1,1,1,0
155,19934,587420,33745270,2025-03-06 09:58:00,mobile,direct,Entire home/apt,Brooklyn,550,6.311734809152915,16.0,0.589041095890411,1,1,0,0,0
156,55530,847437,33812239,2025-03-08 18:47:00,desktop,organic,Entire home/apt,Manhattan,290,5.673323267171493,42.9,0.6958904109589041,1,1,1,1,1
157,63168,623784,33044128,2025-03-04 15:33:00,mobile,paid,Private room,Brooklyn,64,4.174387269895637,0.0,0.9972602739726028,1,1,0,0,0
158,86086,971743,33998269,2025-02-12 04:19:00,mobile,organic,Entire home/apt,Manhattan,408,6.013715156042802,1.9,0.7479452054794521,1,1,1,0,0
159,75095,674175,1444924,2025-01-19 00:35:00,desktop,organic,Entire home/apt,Brooklyn,100,4.61512051684126,0.24,0.8794520547945206,1,1,1,1,1
160,79560,540780,22624247,2025-01-03 19:18:00,mobile,direct,Entire home/apt,Manhattan,416,6.0330862217988015,80.28999999999999,0.6684931506849315,1,1,1,1,0
161,41772,578742,22850413,2025-02-10 14:54:00,mobile,email,Private room,Manhattan,60,4.110873864173311,0.0,0.2465753424657534,1,1,1,0,0
162,18722,281691,35388899,2025-02-22 04:25:00,desktop,email,Entire home/apt,Manhattan,1200,7.090909822079984,0.0,0.1397260273972602,1,1,1,0,1
163,60142,726106,2172139,2025-02-23 00:37:00,mobile,organic,Entire home/apt,Manhattan,340,5.831882477283517,0.41,1.0,1,1,1,1,1
164,77656,788007,20723274,2025-03-20 17:34:00,desktop,organic,Entire home/apt,Brooklyn,1700,7.438971592395862,0.0,1.0,1,0,0,0,0
165,96884,218463,33362018,2025-02-15 16:35:00,desktop,organic,Entire home/apt,Brooklyn,163,5.099866427824199,1.58,0.7205479452054795,1,1,0,0,0
166,15877,186581,17544058,2025-01-12 13:40:00,desktop,direct,Shared room,Manhattan,35,3.58351893845611,496.78,0.0,1,1,1,1,1
167,28904,294139,14135050,2025-01-30 00:09:00,mobile,paid,Private room,Brooklyn,70,4.262679877041316,0.0,0.0,1,1,1,0,1
168,96328,640174,20826507,2025-03-02 03:31:00,tablet,organic,Entire home/apt,Manhattan,243,5.497168225293202,0.0,0.7780821917808219,1,0,0,0,0
169,92871,584147,7837583,2025-02-18 16:16:00,tablet,organic,Private room,Brooklyn,65,4.189654742026425,0.08,0.0,1,1,1,0,0
170,90195,796284,12686241,2025-01-28 23:47:00,mobile,direct,Private room,Brooklyn,45,3.828641396489095,43.46,0.2438356164383561,1,1,1,1,0
171,39684,462162,17682081,2025-03-28 20:21:00,desktop,paid,Entire home/apt,Brooklyn,140,4.948759890378168,0.05,0.021917808219178,1,1,1,0,1
172,76500,821411,34147683,2025-01-26 01:34:00,desktop,organic,Entire home/apt,Manhattan,225,5.420534999272286,0.0,1.0,1,1,1,1,1
173,44902,409665,19199353,2025-01-21 23:38:00,mobile,organic,Entire home/apt,Manhattan,196,5.2832037287379885,9.15,0.0,1,1,1,0,1
174,63606,236292,23184876,2025-03-20 00:17:00,mobile,organic,Entire home/apt,Brooklyn,350,5.860786223465865,0.0,0.0,1,0,0,0,0
175,45571,196663,568743,2025-01-14 09:58:00,mobile,organic,Entire home/apt,Manhattan,151,5.0238805208462765,541.42,0.7013698630136986,1,1,0,0,0
176,79447,273460,4849864,2025-03-28 19:20:00,desktop,organic,Entire home/apt,Queens,112,4.727387818712341,0.5,0.0,1,0,0,0,0
177,86752,203553,21539105,2025-02-25 22:03:00,mobile,organic,Private room,Manhattan,80,4.394449154672439,0.22,0.0,1,1,1,0,1
178,76944,210086,7265079,2025-01-26 02:06:00,mobile,organic,Private room,Brooklyn,89,4.499809670330265,221.34,0.6986301369863014,1,1,1,1,1
179,97157,820567,31258508,2025-02-12 10:06:00,mobile,direct,Private room,Brooklyn,110,4.709530201312334,65.19999999999999,0.2684931506849315,1,1,0,0,0
180,96513,190051,17667585,2025-03-30 07:06:00,mobile,organic,Private room,Brooklyn,88,4.48863636973214,8.25,0.0,1,0,0,0,0
181,88731,243394,4016142,2025-03-20 16:57:00,desktop,direct,Private room,Manhattan,170,5.14166355650266,8.36,0.7095890410958904,1,1,1,1,1
182,53938,695966,22496369,2025-03-27 00:17:00,mobile,organic,Private room,Manhattan,60,4.110873864173311,91.84,0.3616438356164383,1,1,1,1,1
