session_id,variant,click,detail_view,save,contact
760837,treatment,1,1,0,0
964613,treatment,1,1,0,0
429095,control,0,0,0,0
993303,control,1,0,0,0
818009,control,1,0,0,0
793552,control,1,1,0,0
499423,control,1,0,0,0
370513,treatment,0,0,0,0
428441,control,0,0,0,0
857542,control,0,0,0,0
580542,treatment,0,0,0,0
101282,control,1,0,0,0
312434,treatment,0,0,0,0
248719,control,1,1,1,0
324758,control,1,1,0,0
187623,treatment,1,0,0,0
923646,treatment,1,1,1,0
334012,treatment,1,0,0,0
582245,treatment,1,1,0,0
431063,treatment,1,1,1,0
316001,control,0,0,0,0
806134,control,1,1,0,0
598795,treatment,1,1,0,0
231101,treatment,0,0,0,0
280532,treatment,1,1,0,0
961669,control,0,0,0,0
446157,control,1,1,0,0
676870,treatment,0,0,0,0
838054,control,0,0,0,0
707806,treatment,0,0,0,0
568398,treatment,1,1,0,1
659659,control,1,1,1,0
885658,treatment,0,0,0,0
102480,treatment,0,0,0,0
109038,control,1,1,0,0
649070,treatment,0,0,0,0
425588,treatment,1,0,0,0
946269,treatment,1,1,0,0
185050,control,0,0,0,0
280170,treatment,1,1,0,0
974826,control,0,0,0,0
186611,control,0,0,0,0
123052,treatment,1,1,0,0
692620,control,1,1,1,0
488253,control,0,0,0,0
527111,treatment,1,1,0,1
827398,treatment,1,1,0,0
997875,treatment,1,0,0,0
345100,treatment,1,1,0,0
407754,control,0,0,0,0
748370,control,1,1,0,0
339973,control,1,1,0,0
363431,treatment,0,0,0,0
186770,treatment,1,1,0,0
387268,treatment,1,1,0,0
644617,treatment,0,0,0,0
343040,control,1,1,0,1
792057,control,0,0,0,0
478219,control,1,1,0,0
945049,treatment,1,0,0,0
555799,control,1,1,0,0
725855,treatment,1,1,0,0
518598,control,1,0,0,0
298535,control,0,0,0,0
845254,control,1,1,0,0
775725,treatment,0,0,0,0
995027,treatment,0,0,0,0
773489,control,1,1,1,0
653272,control,1,1,0,0
480820,treatment,1,1,0,0
408502,control,1,1,0,0
571427,treatment,1,1,0,0
609129,treatment,0,0,0,0
155434,control,0,0,0,0
368115,control,1,0,0,0
249522,treatment,1,1,0,0
114656,control,1,1,0,0
403198,control,0,0,0,0
591649,treatment,1,1,1,0
107272,treatment,1,1,0,1
402000,treatment,1,1,1,0
955236,treatment,1,1,0,0
650817,control,0,0,0,0
602019,control,1,0,0,0
789114,treatment,1,1,1,0
119956,treatment,1,0,0,0
682448,control,0,0,0,0
516898,treatment,0,0,0,0
327481,control,1,1,1,0
659656,control,0,0,0,0
541664,control,1,1,0,0
659225,control,1,0,0,0
773523,control,1,0,0,0
248212,control,1,1,0,0
527151,control,0,0,0,0
385881,treatment,1,1,0,0
266434,treatment,1,1,0,0
344111,treatment,1,1,0,0
758464,treatment,1,0,0,0
336702,control,0,0,0,0
526389,control,0,0,0,0
617948,treatment,1,1,0,0
651891,control,1,1,0,0
722271,treatment,1,1,0,0
292503,control,0,0,0,0
622181,treatment,1,1,1,0
583490,control,1,0,0,0
374982,treatment,1,1,0,0
829218,treatment,0,0,0,0
578303,treatment,1,1,0,0
471695,control,1,1,1,0
569261,treatment,1,1,0,0
859464,treatment,1,1,0,1
143911,treatment,1,1,0,1
943118,treatment,1,0,0,0
137650,treatment,1,0,0,0
192524,control,1,1,0,0
616042,treatment,0,0,0,0
709713,treatment,0,0,0,0
618754,treatment,0,0,0,0
701816,control,1,1,0,0
954604,control,0,0,0,0
917359,treatment,0,0,0,0
688123,treatment,1,1,0,0
911052,control,1,1,0,0
276841,treatment,0,0,0,0
382321,control,1,1,0,0
640487,control,0,0,0,0
899366,control,1,1,0,0
557237,control,1,1,0,0
129029,treatment,1,0,0,0
479374,control,1,1,0,0
665307,treatment,0,0,0,0
774089,treatment,0,0,0,0
343770,treatment,1,1,0,0
443463,treatment,0,0,0,0
595846,control,1,1,0,0
479676,treatment,1,1,0,0
300374,treatment,0,0,0,0
854111,control,0,0,0,0
730385,treatment,0,0,0,0
659471,treatment,1,0,0,0
202382,treatment,1,1,0,0
145609,treatment,1,0,0,0
400060,treatment,1,1,0,0
365179,control,1,1,0,0
561076,treatment,1,0,0,0
450816,treatment,0,0,0,0
590174,control,0,0,0,0
785434,control,0,0,0,0
580062,control,1,1,0,0
648901,treatment,1,0,0,0
105825,treatment,1,1,0,0
533803,control,0,0,0,0
796608,treatment,1,1,0,0
975470,control,1,1,0,0
686976,treatment,1,1,0,0
638651,treatment,0,0,0,0
244061,treatment,1,1,1,0
552941,control,1,1,1,0
924692,control,0,0,0,0
769498,control,1,0,0,0
532688,control,1,0,0,0
975820,treatment,1,1,0,0
853867,treatment,0,0,0,0
204826,treatment,0,0,0,0
459301,treatment,0,0,0,0
514834,treatment,1,1,0,0
322227,treatment,1,1,0,0
801423,treatment,0,0,0,0
511220,treatment,1,1,0,0
225839,control,0,0,0,0
544811,control,0,0,0,0
775580,control,0,0,0,0
217811,treatment,0,0,0,0
546099,treatment,1,1,0,1
260096,control,1,1,0,1
772881,treatment,1,1,0,0
766113,treatment,1,1,0,0
538553,control,0,0,0,0
846144,control,0,0,0,0
877385,treatment,0,0,0,0
131325,treatment,1,1,0,0
256407,treatment,1,1,1,0
764896,treatment,1,0,0,0
393229,treatment,0,0,0,0
526503,treatment,1,1,0,0
370144,treatment,1,1,0,0
442921,treatment,1,1,0,0
783551,control,1,1,0,0
328914,control,1,1,0,0
195160,control,1,1,1,0
112967,treatment,1,1,0,1
224481,treatment,1,1,1,0
537790,treatment,1,1,0,0
506462,control,0,0,0,0
303075,control,1,1,0,0
597591,control,0,0,0,0
638635,control,1,1,1,0
624284,treatment,1,1,0,0
429502,control,1,1,0,0
577160,control,1,0,0,0
770742,treatment,1,1,0,0
311207,control,1,1,0,0
444443,treatment,1,1,0,0
198032,treatment,0,0,0,0
216815,control,1,0,0,0
442440,treatment,1,0,0,0
764167,treatment,0,0,0,0
264275,treatment,1,0,0,0
531001,control,1,1,0,0
807661,treatment,1,1,1,0
560299,control,1,1,0,0
940474,control,0,0,0,0
649998,control,0,0,0,0
950910,treatment,0,0,0,0
665699,control,1,0,0,0
377917,control,1,1,0,0
704981,treatment,0,0,0,0
115710,control,0,0,0,0
747073,control,0,0,0,0
524787,control,1,1,0,0
981847,control,1,0,0,0
749873,control,0,0,0,0
843598,control,1,1,0,0
493927,treatment,0,0,0,0
482651,control,0,0,0,0
800009,control,0,0,0,0
487002,treatment,1,1,0,0
908321,control,1,1,1,0
620056,treatment,0,0,0,0
369583,control,0,0,0,0
980341,control,1,1,0,0
343897,control,0,0,0,0
323883,control,1,1,0,0
927558,control,1,0,0,0
794414,control,1,1,0,0
891020,control,0,0,0,0
970471,control,1,1,0,0
631799,control,1,1,0,0
553106,control,0,0,0,0
122674,control,1,1,0,0
681108,treatment,1,1,0,1
203761,treatment,0,0,0,0
461556,control,0,0,0,0
700954,treatment,0,0,0,0
643526,treatment,1,1,0,0
164333,control,1,1,1,0
447278,treatment,1,1,0,0
289306,treatment,0,0,0,0
142294,control,1,1,0,0
578576,control,1,0,0,0
433506,treatment,0,0,0,0
789847,treatment,1,1,0,0
168396,control,0,0,0,0
928362,control,1,0,0,0
275544,control,1,1,1,0
952034,control,0,0,0,0
124285,treatment,1,1,0,0
251301,control,1,0,0,0
649701,control,1,1,0,1
248382,treatment,1,0,0,0
169141,control,0,0,0,0
477172,control,1,1,0,1
177113,treatment,1,1,1,1
648805,treatment,1,1,0,1
869948,treatment,1,1,0,0
309847,treatment,0,0,0,0
592653,control,1,0,0,0
776746,control,1,0,0,0
736335,treatment,0,0,0,0
258037,control,1,1,0,1
772571,control,1,1,0,0
831814,control,0,0,0,0
421669,control,1,0,0,0
203453,control,1,1,0,0
680458,control,0,0,0,0
301699,control,1,0,0,0
477216,control,0,0,0,0
420085,treatment,1,1,0,0
460456,treatment,0,0,0,0
689740,treatment,1,1,0,0
358183,treatment,1,0,0,0
674753,control,1,1,0,0
506479,control,0,0,0,0
821874,treatment,0,0,0,0
294183,treatment,1,1,0,0
382251,treatment,1,1,0,0
577226,control,0,0,0,0
766728,control,1,1,0,1
323031,control,0,0,0,0
578238,control,0,0,0,0
906569,treatment,1,1,0,0
857408,treatment,0,0,0,0
369074,control,0,0,0,0
396700,treatment,1,1,1,1
838522,treatment,0,0,0,0
896631,control,1,1,0,0
665360,control,1,0,0,0
803195,control,1,1,1,1
136534,control,1,1,0,0
676771,control,1,1,0,0
504950,control,1,0,0,0
691187,control,1,1,0,0
111111,control,1,1,0,1
980539,treatment,1,1,1,1
536469,control,1,0,0,0
361689,treatment,1,1,0,0
663708,control,1,1,0,0
725967,treatment,1,1,0,0
767511,control,1,1,0,1
247323,control,0,0,0,0
957600,treatment,1,1,0,0
234504,treatment,1,0,0,0
771434,treatment,1,1,0,0
720587,control,0,0,0,0
138206,control,0,0,0,0
114942,treatment,1,1,0,0
621704,treatment,1,1,0,1
967621,treatment,1,0,0,0
778396,treatment,0,0,0,0
205992,control,1,1,0,0
904165,treatment,1,1,0,0
165843,control,1,1,0,0
764898,control,1,0,0,0
900351,control,1,1,0,0
584194,treatment,0,0,0,0
418351,control,1,1,0,1
238881,control,1,0,0,0
687811,treatment,0,0,0,0
335112,control,1,0,0,0
801126,treatment,1,1,1,0
523202,control,1,1,1,1
337431,control,1,1,0,0
648381,treatment,1,1,0,0
655948,control,1,1,0,0
927309,control,1,1,0,0
998652,control,0,0,0,0
928904,control,1,1,0,0
705120,treatment,1,0,0,0
757643,control,1,0,0,0
468000,treatment,0,0,0,0
524296,control,1,1,0,0
210520,treatment,1,1,0,0
910950,treatment,1,1,0,0
613279,treatment,1,1,0,0
125443,control,0,0,0,0
232454,control,0,0,0,0
709822,control,0,0,0,0
618168,treatment,1,1,0,0
586190,treatment,1,1,0,0
189015,treatment,0,0,0,0
567927,control,0,0,0,0
871072,treatment,1,0,0,0
290821,treatment,0,0,0,0
648981,control,0,0,0,0
135294,control,1,0,0,0
934212,treatment,1,1,1,0
614506,treatment,1,1,0,0
290576,treatment,0,0,0,0
715618,control,1,1,1,0
976171,treatment,1,1,0,0
576179,control,0,0,0,0
132029,control,1,1,0,0
839785,control,0,0,0,0
406918,treatment,0,0,0,0
779502,treatment,1,1,0,0
594207,treatment,0,0,0,0
955124,control,1,1,0,0
914353,treatment,0,0,0,0
436124,control,0,0,0,0
756989,treatment,1,0,0,0
856373,control,0,0,0,0
410636,control,0,0,0,0
735548,control,1,1,1,0
907639,control,0,0,0,0
897955,treatment,0,0,0,0
431723,treatment,1,1,0,0
266499,control,1,1,0,0
563993,treatment,0,0,0,0
116003,control,1,1,1,0
146596,treatment,0,0,0,0
862834,treatment,1,1,0,0
890248,treatment,0,0,0,0
905542,control,0,0,0,0
952536,treatment,0,0,0,0
932030,treatment,1,0,0,0
759465,control,1,1,0,0
210748,control,1,1,0,0
361107,treatment,1,1,0,0
725364,treatment,0,0,0,0
997164,treatment,1,1,0,0
169590,treatment,1,1,0,0
714085,treatment,1,1,0,0
120382,control,1,1,0,0
198440,control,1,1,0,0
121170,control,1,1,0,0
392439,treatment,0,0,0,0
977967,control,1,1,0,1
852058,treatment,1,1,1,0
412761,treatment,0,0,0,0
661827,treatment,1,1,0,0
528308,control,0,0,0,0
603467,treatment,0,0,0,0
273411,control,1,0,0,0
567876,treatment,0,0,0,0
636325,control,1,1,0,0
738605,control,1,1,0,0
566012,treatment,0,0,0,0
860967,control,1,1,0,0
961227,control,1,1,1,1
389658,treatment,1,1,1,1
837490,treatment,1,0,0,0
110582,treatment,1,1,0,0
549894,treatment,1,1,1,0
991240,treatment,1,1,0,0
221242,control,1,0,0,0
342171,control,1,1,0,0
583559,control,1,0,0,0
772547,treatment,0,0,0,0
944969,treatment,0,0,0,0
947251,control,1,1,0,0
223113,control,1,1,0,0
315559,treatment,1,1,1,1
904963,control,1,1,0,0
925596,treatment,0,0,0,0
552915,treatment,1,1,0,0
704953,treatment,1,1,1,1
167259,control,0,0,0,0
227362,treatment,1,1,0,0
543514,treatment,1,0,0,0
730915,treatment,0,0,0,0
574347,treatment,1,1,0,0
712572,treatment,1,1,0,0
208605,treatment,0,0,0,0
846303,control,1,1,0,0
128337,treatment,0,0,0,0
870779,treatment,0,0,0,0
960562,control,1,1,0,0
531579,treatment,1,1,0,0
306417,treatment,0,0,0,0
325293,treatment,1,1,0,0
542346,control,1,0,0,0
624557,control,1,0,0,0
178901,treatment,1,1,1,1
418876,treatment,0,0,0,0
707362,control,1,0,0,0
614760,treatment,0,0,0,0
418311,treatment,1,1,0,0
196004,treatment,0,0,0,0
910716,treatment,1,1,0,0
657032,control,0,0,0,0
499988,control,1,1,0,0
339551,control,1,1,0,0
432202,treatment,1,1,0,0
495379,control,0,0,0,0
151435,control,1,1,0,0
474322,control,1,1,0,0
417452,treatment,1,0,0,0
705401,treatment,0,0,0,0
628451,control,0,0,0,0
668038,control,1,1,0,0
751230,treatment,0,0,0,0
639460,control,1,1,0,0
661542,control,1,1,0,0
490235,control,0,0,0,0
159495,control,1,0,0,0
966263,control,0,0,0,0
703561,control,1,1,0,0
372997,control,1,1,0,0
158116,treatment,1,0,0,0
847823,control,1,1,0,0
970778,treatment,1,1,0,0
902529,treatment,0,0,0,0
951291,control,0,0,0,0
152398,treatment,0,0,0,0
449575,control,1,1,0,0
480308,treatment,0,0,0,0
530167,control,1,1,0,0
782613,control,0,0,0,0
728503,control,0,0,0,0
310572,treatment,1,1,0,0
440592,treatment,0,0,0,0
294446,treatment,1,0,0,0
490392,control,0,0,0,0
622605,treatment,0,0,0,0
203512,control,0,0,0,0
796306,treatment,0,0,0,0
176652,control,1,0,0,0
529876,control,0,0,0,0
414075,control,0,0,0,0
211590,control,1,1,0,0
565351,treatment,1,1,0,0
356414,control,0,0,0,0
108646,treatment,0,0,0,0
414930,control,1,1,0,0
516254,treatment,1,1,0,1
906062,control,1,0,0,0
834118,control,1,1,0,0
890736,treatment,1,1,0,0
619480,control,0,0,0,0
460369,control,0,0,0,0
618514,treatment,1,1,0,0
859096,treatment,1,1,0,0
594370,control,0,0,0,0
646295,control,1,0,0,0
741109,treatment,1,1,0,0
487892,control,1,0,0,0
996265,control,1,1,1,0
940923,control,0,0,0,0
507846,treatment,0,0,0,0
134489,treatment,1,1,0,0
577162,control,1,0,0,0
417945,control,1,1,0,0
671356,control,1,1,0,0
215874,treatment,1,1,0,0
903966,control,1,1,0,0
881114,control,0,0,0,0
808724,treatment,0,0,0,0
789557,control,0,0,0,0
821544,treatment,1,1,0,0
419231,control,1,0,0,0
657411,control,1,1,0,0
889255,control,1,0,0,0
239229,treatment,1,1,0,0
350878,treatment,1,1,1,0
902013,treatment,0,0,0,0
467991,control,0,0,0,0
783321,treatment,0,0,0,0
488990,control,1,1,0,0
865790,control,1,1,0,0
793397,treatment,0,0,0,0
778123,control,0,0,0,0
944967,control,1,1,0,0
646286,control,0,0,0,0
881723,control,1,1,0,0
631373,control,1,1,0,0
423652,treatment,0,0,0,0
540016,control,1,1,1,0
182186,treatment,1,1,0,0
959285,treatment,1,1,0,0
457166,control,1,1,0,0
249336,control,1,1,1,0
969900,control,1,0,0,0
395293,treatment,1,1,0,0
789763,control,0,0,0,0
292885,treatment,1,1,0,1
866457,control,1,1,0,0
634764,treatment,0,0,0,0
537834,control,1,1,0,0
946148,control,1,1,0,0
820760,treatment,1,1,1,0
561389,treatment,1,1,1,0
147893,control,1,0,0,0
892002,treatment,1,1,0,0
663106,control,1,1,1,0
216639,treatment,0,0,0,0
388165,treatment,0,0,0,0
777689,control,1,1,0,0
788039,control,0,0,0,0
555895,control,0,0,0,0
883067,treatment,1,1,0,0
935604,treatment,0,0,0,0
309200,control,1,1,0,0
193536,control,1,1,0,0
506107,treatment,0,0,0,0
868806,treatment,0,0,0,0
592529,treatment,1,1,0,0
238851,control,0,0,0,0
147369,control,1,1,0,0
270980,control,1,1,0,0
154439,treatment,1,1,0,0
682713,control,1,1,0,0
250104,treatment,1,1,0,0
294220,control,0,0,0,0
697648,treatment,1,1,0,1
508184,treatment,0,0,0,0
547220,treatment,0,0,0,0
931811,control,1,1,1,1
727977,control,0,0,0,0
280084,control,0,0,0,0
391901,treatment,0,0,0,0
409336,treatment,0,0,0,0
225343,treatment,1,1,0,0
883943,treatment,1,1,0,1
442697,treatment,0,0,0,0
390476,control,1,1,0,0
293611,treatment,0,0,0,0
413748,control,1,1,0,0
892940,control,1,0,0,0
554554,treatment,1,1,1,0
111933,control,0,0,0,0
505321,control,0,0,0,0
153256,treatment,1,1,0,0
893968,control,0,0,0,0
909268,treatment,1,0,0,0
102217,control,1,0,0,0
575282,control,1,1,0,0
128165,control,1,1,0,0
577062,control,0,0,0,0
562506,treatment,0,0,0,0
272111,control,1,1,0,1
391619,treatment,0,0,0,0
827491,control,1,1,0,0
324721,treatment,1,1,1,0
224639,treatment,0,0,0,0
886271,treatment,1,1,0,0
117361,control,1,1,1,0
728644,control,1,1,0,0
119188,control,1,1,0,0
681019,treatment,0,0,0,0
158929,control,0,0,0,0
628678,control,0,0,0,0
305953,treatment,1,1,0,1
499228,control,1,1,0,1
302491,treatment,1,0,0,0
416580,control,1,0,0,0
127506,control,1,1,1,0
753761,treatment,0,0,0,0
994738,control,0,0,0,0
971930,treatment,0,0,0,0
120548,control,0,0,0,0
104651,control,0,0,0,0
168492,treatment,1,0,0,0
990517,treatment,1,1,1,0
260243,treatment,1,1,0,1
856870,control,1,0,0,0
542241,treatment,0,0,0,0
215517,control,1,0,0,0
333973,control,1,0,0,0
